Year,Decade,Song Title,Artist,Soloist,Saxophone Type
1961,1960s,Calendar Girl,Neil Sedaka,King Curtis,Baritone
1961,1960s,Charleston,Temperance Seven,Geoff Whittam,Unknown
1961,1960s,Daddy's Home,Shep & The Limelites,Elliott Chavers,Tenor
1961,1960s,Exodus,Eddie Harris,Unknown,Tenor
1961,1960s,Florida Twist,Bill Haley And His Comets,Rudy Pompilli,Tenor
1961,1960s,Foot Stomping-Part 1,The Flares,Plas Johnson,Tenor
1961,1960s,Goodnight Mrs. Flintstone,The Piltdown Men,Scott Gordon & Jackie Kelso,Tenor
1961,1960s,Hearts Of Stone,Bill Black's Combo,Ace Cannon,Tenor
1961,1960s,High Voltage,Johnny And The Hurricanes,Johnny Paris,Tenor
1961,1960s,I Like It Like That,Chris Kenner,Nathaniel “Nat” Perrilliat,Tenor
1961,1960s,Jambalaya,Fats Domino,Lee Allen,Tenor
1961,1960s,Jingle Bell Rock,Bobby Rydell And Chubby Checker,Unknown,Sax Section
1961,1960s,Last Night,Mar-Keys,Gilbert Caple,Tenor
1961,1960s,Lazy River,Bobby Darin,Unknown,Tenor
1961,1960s,Let The Four Winds Blow,Fats Domino,Lee Allen,Tenor
1961,1960s,Let's Go Again (Where We Went Last Night),Hank Ballard And The Midnighters,Unknown,Tenor
1961,1960s,Let's Twist Again,Chubby Checker,George Young,Tenor
1961,1960s,Little Egypt (Ying Yang),Coasters,King Curtis,Tenor
1961,1960s,Music Music Music,Sensations,Sam Reed,Tenor
1961,1960s,My Real Name,Fats Domino,Herb Hardesty,Tenor
1961,1960s,Old Smokie,Johnny And The Hurricanes,Johnny Paris,Tenor
1961,1960s,Ole Buttermilk Sky,Bill Black's Combo,Ace Cannon,Tenor
1961,1960s,Pepe,Duane Eddy,Jim Horn,Tenor
1961,1960s,Piltman Rides Again,The Piltdown Men,Scott Gordon & Jackie Kelso,Tenor
1961,1960s,Pony Time,Chubby Checker,Unknown,Tenor
1961,1960s,Rama Lama Ding Dong,Edsels,Ed Ryczaj,Tenor
1961,1960s,School Is In,Gary “U.S.” Bonds,Daddy G A/K/A Gene Barge,Tenor
1961,1960s,School Is Out,Gary “U.S.” Bonds,Daddy G A/K/A Gene Barge,Tenor
1961,1960s,See See Baby,Freddie King,Clifford Scott,Tenor
1961,1960s,Shu Rah,Fats Domino,Lee Allen,Tenor
1961,1960s,Spanish Harlem,Ben E. King,Romeo Penque,Soprano
1961,1960s,That Old Black Magic,Bobby Rydell,Unknown,Sax Section
1961,1960s,The Hoochi Coochi Coo,Hank Ballard And The Midnighters,Unknown,Tenor
1961,1960s,The Lion Sleeps Tonight,The Tokens,Bob Burns,Soprano
1961,1960s,The Story Of My Love,Paul Anka,Unknown,Tenor
1961,1960s,The Switch-A-Roo,Hank Ballard And The Midnighters,Buddy Lucas,Tenor
1961,1960s,Theme From Dixie,Duane Eddy,Jim Horn,Tenor
1961,1960s,Tossin' And Turnin',Bobby Lewis,King Curtis,Tenor
1961,1960s,What A Party,Fats Domino,Lee Allen,Tenor
1961,1960s,Wheels,Billy Vaughn,Justin Gordon,Alto
1961,1960s,You Can't Sit Down - Part 2,Philip Upchurch Combo,David Brooks,Tenor
1961,1960s,You Must Have Been A Beautiful Baby,Bobby Darin,Plas Johnson And Nino Tempo,Sax Section
1961,1960s,You're Driving Me Crazy,Temperance Seven,Phillip Harrison,Baritone
1962,1960s,He's A Rebel,Crystals,Steve Douglas,Baritone
1962,1960s,Only Love Can Break A Heart,Gene Pitney,Unknown,Alto
1962,1960s,Twist And Shout,Isley Brothers,King Curtis,Tenor
1962,1960s,The Twist,Chubby Checker,Buddy Savitt,Tenor
1962,1960s,The Jam,Bobby Gregg And His Friends,Buddy Lucas,Tenor
1962,1960s,Soldier Boy,Shirelles,King Curtis,Tenor
1962,1960s,Don't Hang Up,The Orlons,Unknown,Tenor
1962,1960s,Popeye (The Hitchhiker),Chubby Checker,Unknown,Tenor
1962,1960s,You'll Lose A Good Thing,Barbara Lynn,Rene Netto,Tenor
1962,1960s,Babysitter Twist,Ralf Bendix,Unknown,Tenor
1962,1960s,Bring It On Home To Me,Sam Cooke,William Green,Tenor
1962,1960s,Can Can,Peter Jay & The Jaywalkers,Mac Mcintyre,Tenor
1962,1960s,Continental,The Dovells,Unknown,Tenor
1962,1960s,Dance With The Guitar Man,Duane Eddy,Jim Horn,Tenor
1962,1960s,Dancin' Party,Chubby Checker,Unknown,Tenor
1962,1960s,Dear Lady Twist,Gary “U.S.” Bonds,Daddy G A/K/A Gene Barge,Tenor
1962,1960s,Everybody Loves A Lover,Shirelles King Curtis,Unknown,Soprano
1962,1960s,Having A Party,Sam Cooke,William Green,Tenor
1962,1960s,"Hey, Let's Twist",Joey Dee & The Starliters,Bill Ramal,Alto
1962,1960s,Hully Gully Baby,The Dovells,Buddy Savitt,Tenor
1962,1960s,It's Gonna Be Warm This Winter,Connie Francis,Unknown,Tenor
1962,1960s,Jivin' Around,Al Casey,Brad Bauder,Tenor
1962,1960s,Keep Your Hands Off My Baby,Little Eva,"Per ARTIE KAPLAN, he recorded all sax parts and lead",Tenor
1962,1960s,Let Me In,Sensations,Sam Reed,Tenor
1962,1960s,Let's Go (Pony),The Routers,Plas Johnson,Tenor
1962,1960s,Limbo Rock,Chubby Checker,Unknown,Tenor
1962,1960s,Limbo Rock,Champs,Plas Johnson,Tenor
1962,1960s,Loco-Motion,Little Eva,Artie Kaplan,Tenor
1962,1960s,Lover Please,Clyde Mcphatter,King Curtis,Tenor
1962,1960s,Lovers Who Wander,Dion,Unknown,Baritone
1962,1960s,Mashed Potato Time,Dee Dee Sharp,Buddy Savitt,Tenor
1962,1960s,Night Train,James Brown,J. C. Davis,Tenor
1962,1960s,Our Anniversary,Shep & The Limelites,Unknown,Tenor
1962,1960s,Party Lights,Claudine Clark,Unknown,Tenor
1962,1960s,Peppermint Twist,Joey Dee & The Starliters,Jerome Richardson,Baritone
1962,1960s,Peppermint Twist,Danny Peppermint And The Jumping,Jacks,Tenor
1962,1960s,Reminiscing,Buddy Holly,King Curtis,Tenor
1962,1960s,Return To Sender,Elvis Presley,Boots Randolph,Baritone
1962,1960s,Rinky Dink,Dave “Baby” Cortez,Jimmy Castor,Tenor
1962,1960s,Rockin' Around The Christmas Tree,Brenda Lee,Boots Randolph,Tenor
1962,1960s,See See Rider,Lavern Baker,Buddy Lucas,Tenor
1962,1960s,Shout! Shout! (Knock Yourself Out),Ernie Maresca,Billy Mure Orchestra,Tenor
1962,1960s,Slow Twistin',Chubby Checker With Dee Dee Sharp,Unknown,Tenor
1962,1960s,Surfer's Stomp,The Marketts,Plas Johnson,Tenor
1962,1960s,The Ballad Of Paladin,Duane Eddy,Plas Johnson,Tenor
1962,1960s,The Wah Watusi,The Orlons,Buddy Savitt,Tenor
1962,1960s,The Wanderer,Dion,Buddy Lucas,Tenor
1962,1960s,Town Without Pity,Gene Pitney,Unknown,Tenor
1962,1960s,Turn On Your Love Light,Bobby “Blue” Bland,Unknown,Tenor
1962,1960s,"Twist, Twist Senora",Gary U.S. Bonds,Daddy G A/K/A Gene Barge,Tenor
1962,1960s,Twist-Her,Bill Black's Combo,Unknown,Tenor
1962,1960s,Twistin' Matilda,Jimmy Soul,Gene “Daddy G” Barge,Tenor
1962,1960s,Twistin' The Night Away,Sam Cooke Jackie Kelso,Unknown,Tenor
1962,1960s,Unchain My Heart,Ray Charles,Hank Crawford,Alto
1962,1960s,Vacation,Connie Francis,Boots Randolph,Tenor
1962,1960s,Walk On The Wild Side,Jimmy Smith,"Session recorded March 26, 1962 JERRY DODGION",Alto
1962,1960s,Wiggle Wobble,Les Cooper,Joe Grier,Tenor
1963,1960s,Let's Limbo Some More,Chubby Checker,Unknown,Baritone
1963,1960s,Another Saturday Night,Sam Cooke,Plas Johnson Or Jackie Kelso,Tenor
1963,1960s,Mr. Bass Man,Johnny Cymbal,Artie Kaplan,Tenor
1963,1960s,Birdland,Chubby Checker,Unknown,Tenor
1963,1960s,If You Wanna Be Happy,Jimmy Soul,Gene Barge A/K/A Daddy G,Tenor
1963,1960s,Da Doo Ron Ron,Crystals,Steve Douglas,Baritone
1963,1960s,Boss Guitar,Duane Eddy,Jim Horn,Tenor
1963,1960s,Bounce,Olympics,Plas Johnson,Tenor
1963,1960s,Bust Out,The Busters,Al Marczyk,Tenor
1963,1960s,Charlena,Richie Knight & The Mid-Knights,Mike Brough,Tenor
1963,1960s,Diamonds,Jet Harris & Tony Meehan,Unknown,Tenor
1963,1960s,Don't Say Nothin' Bad (About My Baby),Cookies,Artie Kaplan,Tenor
1963,1960s,Heat Wave,Martha & The Vandellas,Andrew “Mike” Terry,Baritone
1963,1960s,Hey Girl,Freddie Scott,Artie Kaplan,Tenor
1963,1960s,Java,Al Hirt,Alvin “Red” Tyler,Baritone
1963,1960s,Let's Turkey Trot,Little Eva,Artie Kaplan,Tenor
1963,1960s,Mickey's Monkey,Miracles,The Funk Brothers,Tenor
1963,1960s,Misty,Lloyd Price,Unknown,Sax Section
1963,1960s,Not Me,The Orlons,Unknown,Tenor
1963,1960s,See See Rider,Lavern Baker,Buddy Lucas,Tenor
1963,1960s,Shut Down,Beach Boys,Mike Love,Alto
1963,1960s,South Street,The Orlons,Unknown,Tenor
1963,1960s,The Boy I'm Gonna Marry,Darlene Love,Unknown,Tenor
1963,1960s,Walking The Dog,Rufus Thomas,Unknown,Tenor
1963,1960s,Washington Square,Village Stompers,Mitchell May,Tenor
1963,1960s,Watermelon Man,Mongo Santamaria Band,Pat Patrick and Bobby Capers,Unknown
1963,1960s,Wild Weekend,The Rebels,Mickey Kipler,Tenor
1963,1960s,You Can't Sit Down,The Dovells,Buddy Savitt,Tenor
1963,1960s,You Lost The Sweetest Boy,Mary Wells Mike Terry,Unknown,Baritone
1963,1960s,You've Really Got A Hold On Me,The Miracles,Unknown,Sax Section
1964,1960s,Mockingbird Hill,Migil 5,Alan Watson,Tenor
1964,1960s,Chapel Of Love,Dixie Cups,Unknown,Sax Section
1964,1960s,In My Lonely Room,Martha & The Vandellas,Mike Terry,Baritone
1964,1960s,My Lonely Room,Martha And The Vandellas,Mike Terry,Baritone
1964,1960s,Girl From Ipanema,Stan Getz,Unknown,Tenor
1964,1960s,Just Like Romeo & Juliet,Reflections,Mike Terry,Baritone
1964,1960s,A House Is Not A Home,Dionne Warwick,Unknown,Alto
1964,1960s,Blue Winter,Connie Francis,Unknown,Alto
1964,1960s,Can't You See That She's Mine,Dave Clark Five,Denis Payton,Tenor
1964,1960s,Charade,Sammy Kaye,Unknown,Sax Section
1964,1960s,Come A Little Bit Closer,Jay & The Americans,Artie Kaplan,Tenor
1964,1960s,Cotton Candy,Al Hirt,Boots Randolph,Baritone
1964,1960s,Girls Grow Up Faster Than Boys,The Cookies,Artie Kaplan,Soprano
1964,1960s,Go Now,Bessie Banks,Unknown,Tenor
1964,1960s,Lazy Lady,Fats Domino,Unknown,Unknown
1964,1960s,Near You,Migil 5,Alan Watson,Tenor
1964,1960s,One Way Love,Cliff Bennett & The Rebel Rousers,"Sid Phillips & Maurice ""Moss"" Groves",Sax Section
1964,1960s,Out Of Sight,James Brown,Unknown,Sax Section
1964,1960s,Pink Panther Theme,Henry Mancini,Plas Johnson,Tenor
1964,1960s,Quicksand,Martha & The Vandellas,Mike Terry,Baritone
1964,1960s,Shangri-La,Robert Maxwell,Unknown,Alto
1964,1960s,Shout,Lulu & The,Luvers,Tenor
1964,1960s,Spanish Harlem,Sounds Incorporated,Unknown,Sax Section
1964,1960s,Sugar Lips,Al Hirt,Boots Randolph,Tenor
1964,1960s,Tall Cool One,Wailers,Mark Marush,Tenor
1964,1960s,Tennessee Waltz,Sam Cooke,William Green,Tenor
